eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
201.0,0.0,865,0.0,0.0,0.00029653386,3.0559022e-10,7.9471334e-08,-1.4477851390838623,720,1474560,1671.3472374420016,1474560
201.0,0.0,911,0.0,0.0,0.0002969525,-3.6961865e-09,5.8588647e-08,-1.0567386150360107,730,1495040,1694.8197387270047,1495040
201.0,0.0,884,0.0,0.0,0.00029601983,3.812602e-09,5.6788657e-08,-3.0114545822143555,740,1515520,1718.6999182460058,1515520
201.0,0.0,886,5.2038528e-18,0.0,0.0002962612,-3.958121e-09,5.1373704e-08,-1.6409969329833984,750,1536000,1742.0508817110021,1536000
201.0,0.0,873,1.7762583e-15,0.0,0.00032634978,3.4211553e-08,8.718266e-08,-2.5326526165008545,760,1556480,1765.4630812190007,1556480
201.0,0.0,798,0.0,0.0,0.0003307994,-1.3533281e-09,7.279586e-08,-2.2322850227355957,770,1576960,1789.1368057220025,1576960
201.0,0.0,905,0.0,0.0,0.00033001538,-1.3387762e-09,7.1723136e-08,-6.1508469581604,780,1597440,1812.5507043130056,1597440
201.0,0.0,860,0.0,0.0,0.00033127534,-6.9849193e-10,1.7557312e-07,-2.271270751953125,790,1617920,1835.9199135130038,1617920
201.0,0.0,845,0.0,0.0,0.00019120134,-3.3178367e-09,5.648772e-08,-1.4934608936309814,800,1638400,1859.9809594670005,1638400
201.0,0.0,879,0.0,0.0,0.00019061287,-4.0745363e-10,6.024928e-08,-11.011537551879883,810,1658880,1885.8807060640029,1658880
201.0,0.0,864,0.0,0.0,0.00019088956,-1.1059456e-09,3.6575162e-08,-9.286449432373047,820,1679360,1910.102215179002,1679360
201.0,0.0,890,0.0,0.0,0.00019107481,9.458745e-10,5.0257135e-08,-3.9370851516723633,830,1699840,1934.8589809090045,1699840
201.0,0.0,828,0.0,0.0,0.00019114035,1.4551915e-10,3.1263366e-07,-6.480498790740967,840,1720320,1958.3656041170034,1720320
201.0,0.0,872,2.1677024e-12,0.0,0.00017622317,-4.5110937e-09,7.262696e-08,-5.830181121826172,850,1740800,1981.7861351489992,1740800
201.0,0.0,869,0.0,0.0,0.00015557876,-1.1059456e-09,8.031863e-08,-5.501733779907227,860,1761280,2005.235142313999,1761280
201.0,0.0,874,0.0,0.0,9.9059405e-05,-1.6298145e-09,1.759791e-08,-6.436110496520996,870,1781760,2028.8184517260015,1781760
201.0,0.0,872,0.0,0.0,8.904254e-05,-1.38097676e-08,1.9830539e-08,-1.1841495037078857,880,1802240,2052.7911041410043,1802240
201.0,0.0,862,0.0,0.0,8.9496665e-05,6.1118044e-09,7.8463245e-07,-1.1085388660430908,890,1822720,2076.132697483001,1822720
201.0,0.0,857,0.0,0.0,8.93735e-05,4.3801265e-09,7.2875768e-09,-5.010767459869385,900,1843200,2099.7023717550037,1843200
201.0,0.0,845,0.0,0.0,8.8917965e-05,-3.4633558e-09,7.889858e-07,-24.86072540283203,910,1863680,2123.145621542004,1863680
201.0,0.0,859,0.0,0.0,8.931325e-05,-9.458745e-09,5.3244923e-07,-0.701772928237915,920,1884160,2146.863231326999,1884160
201.0,0.0,841,0.0,0.0,8.891274e-05,5.820766e-11,5.9855854e-09,-6.151644229888916,930,1904640,2171.6240371620006,1904640
201.0,0.0,880,3.9046308e-13,0.0,0.00012873419,-5.529728e-10,2.341122e-07,-1.8060555458068848,940,1925120,2195.2932685990017,1925120
201.0,0.0,835,0.0,0.0,0.00013935269,1.9645086e-09,7.526619e-08,-13.66026496887207,950,1945600,2219.278372102999,1945600
201.0,0.0,881,0.0,0.0,0.00013966473,-3.3469405e-10,1.3127998e-08,-8.922149658203125,960,1966080,2242.8535871620043,1966080
201.0,0.0,868,0.0,0.0,0.00013911352,-1.0106305e-08,2.3095657e-08,-1.5771863460540771,970,1986560,2266.6313053750055,1986560
